country,date,since_1st_confirmed_n_days,since_100th_confirmed_n_days,since_1st_recovered_n_days,since_100th_recovered_n_days,since_1st_deaths_n_days,since_10th_deaths_n_days,confirmed_n_lag_7d,recovered_n_lag_7d,deaths_n_lag_7d,active_n_lag_7d,confirmed_n_lag_8d,recovered_n_lag_8d,deaths_n_lag_8d,active_n_lag_8d,confirmed_n_lag_9d,recovered_n_lag_9d,deaths_n_lag_9d,active_n_lag_9d,confirmed_n_lag_10d,recovered_n_lag_10d,deaths_n_lag_10d,active_n_lag_10d,label
Turkey,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2020-03-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,2020-03-04,35,0,21,0,0,0,13,4,0,9,13,4,0,9,13,4,0,9,13,4,0,9,27
United Kingdom,2020-03-04,33,0,21,0,0,0,13,8,0,5,13,8,0,5,13,8,0,5,9,8,0,1,86
Uruguay,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,2020-03-04,42,1,24,0,4,0,57,6,0,51,51,6,0,45,51,5,0,46,15,5,0,10,149
Venezuela,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,2020-03-05,10,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
Albania,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2020-03-05,9,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,12
Andorra,2020-03-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,2020-03-05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Armenia,2020-03-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Australia,2020-03-05,39,0,35,0,4,0,15,11,0,4,15,11,0,4,15,11,0,4,15,11,0,4,55
Austria,2020-03-05,9,0,0,0,0,0,3,0,0,3,2,0,0,2,2,0,0,2,0,0,0,0,41
Azerbaijan,2020-03-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bangladesh,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,2020-03-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Belgium,2020-03-05,30,0,17,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,50
Bosnia and Herzegovina,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Brazil,2020-03-05,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4
Bulgaria,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,2020-03-05,39,0,22,0,0,0,13,6,0,7,11,3,0,8,11,3,0,8,10,3,0,7,37
Chile,2020-03-05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
China,2020-03-05,43,43,43,37,43,43,78600,32930,2746,42924,78166,30084,2717,45365,77754,27676,2665,47413,77241,25015,2595,49631,80537
Colombia,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,2020-03-05,9,0,0,0,0,0,3,0,0,3,3,0,0,3,1,0,0,1,0,0,0,0,10
Cuba,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,2020-03-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Denmark,2020-03-05,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
Diamond Princess,2020-03-05,27,24,15,0,14,0,705,10,4,691,705,10,4,691,691,0,3,688,691,0,3,688,706
Dominican Republic,2020-03-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ecuador,2020-03-05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Egypt,2020-03-05,20,0,6,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3
Estonia,2020-03-05,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Finland,2020-03-05,36,0,22,0,0,0,2,1,0,1,2,1,0,1,1,1,0,0,1,1,0,0,12
France,2020-03-05,41,5,22,0,19,0,38,11,2,25,18,11,2,5,14,11,1,2,12,4,1,7,380
Germany,2020-03-05,38,4,21,0,0,0,46,16,0,30,27,15,0,12,17,14,0,3,16,14,0,2,482
Greece,2020-03-05,8,0,0,0,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,31
Hungary,2020-03-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iceland,2020-03-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
India,2020-03-05,35,0,18,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,30
Indonesia,2020-03-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iran,2020-03-05,15,8,8,5,15,10,245,49,26,170,139,49,19,71,95,0,16,79,61,0,12,49,3513
Iraq,2020-03-05,10,0,0,0,1,0,7,0,0,7,5,0,0,5,1,0,0,1,1,0,0,1,35
Ireland,2020-03-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Israel,2020-03-05,13,0,7,0,0,0,3,1,0,2,2,0,0,2,1,0,0,1,1,0,0,1,20
Italy,2020-03-05,34,11,12,3,13,9,655,45,17,593,453,3,12,438,322,1,10,311,229,1,7,221,3858
Japan,2020-03-05,43,13,39,0,21,0,214,22,4,188,189,22,2,165,170,22,1,147,159,22,1,136,360
Kazakhstan,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea, South,2020-03-05,43,14,27,0,14,9,1766,22,13,1731,1261,22,12,1227,977,22,10,945,833,18,8,807,6088
Kuwait,2020-03-05,10,0,0,0,0,0,43,0,0,43,26,0,0,26,11,0,0,11,1,0,0,1,58
Latvia,2020-03-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lebanon,2020-03-05,13,0,1,0,0,0,2,0,0,2,2,0,0,2,1,0,0,1,1,0,0,1,16
Lithuania,2020-03-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luxembourg,2020-03-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Malaysia,2020-03-05,40,0,27,0,0,0,23,18,0,5,22,18,0,4,22,18,0,4,22,18,0,4,50
Mexico,2020-03-05,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Moldova,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2020-03-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Netherlands,2020-03-05,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82
New Zealand,2020-03-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Niger,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,2020-03-05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
North Macedonia,2020-03-05,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
Pakistan,2020-03-05,8,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,5
Panama,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2020-03-05,35,0,22,0,32,0,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3
Poland,2020-03-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Portugal,2020-03-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Qatar,2020-03-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Romania,2020-03-05,8,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6
Russia,2020-03-05,34,0,22,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,4
Saudi Arabia,2020-03-05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Serbia,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,2020-03-05,42,5,26,0,0,0,93,62,0,31,93,62,0,31,91,53,0,38,89,51,0,38,117
Slovakia,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
South Africa,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Spain,2020-03-05,33,3,19,0,2,0,15,2,0,13,13,2,0,11,6,2,0,4,2,2,0,0,259
Sweden,2020-03-05,34,0,0,0,0,0,7,0,0,7,2,0,0,2,1,0,0,1,1,0,0,1,94
Switzerland,2020-03-05,9,0,2,0,0,0,8,0,0,8,1,0,0,1,1,0,0,1,0,0,0,0,114
Thailand,2020-03-05,43,0,39,0,4,0,40,22,0,18,40,22,0,18,37,22,0,15,35,21,0,14,47
Tunisia,2020-03-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Turkey,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2020-03-05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,2020-03-05,36,0,22,0,0,0,13,4,0,9,13,4,0,9,13,4,0,9,13,4,0,9,29
United Kingdom,2020-03-05,34,0,22,0,0,0,15,8,0,7,13,8,0,5,13,8,0,5,13,8,0,5,116
Uruguay,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,2020-03-05,43,2,25,0,5,1,58,6,0,52,57,6,0,51,51,6,0,45,51,5,0,46,217
Venezuela,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,2020-03-06,11,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
Albania,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2020-03-06,10,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,17
Andorra,2020-03-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,2020-03-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Armenia,2020-03-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Australia,2020-03-06,40,0,36,0,5,0,15,11,0,4,15,11,0,4,15,11,0,4,15,11,0,4,60
Austria,2020-03-06,10,0,0,0,0,0,3,0,0,3,3,0,0,3,2,0,0,2,2,0,0,2,55
Azerbaijan,2020-03-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Bangladesh,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,2020-03-06,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Belgium,2020-03-06,31,0,18,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,109
Bosnia and Herzegovina,2020-03-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Brazil,2020-03-06,9,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,13
Bulgaria,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,2020-03-06,40,0,23,0,0,0,14,6,0,8,13,6,0,7,11,3,0,8,11,3,0,8,49
Chile,2020-03-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
China,2020-03-06,44,44,44,38,44,44,78928,36329,2790,39809,78600,32930,2746,42924,78166,30084,2717,45365,77754,27676,2665,47413,80690
Colombia,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cote d'Ivoire,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,2020-03-06,10,0,0,0,0,0,5,0,0,5,3,0,0,3,3,0,0,3,1,0,0,1,11
Cuba,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,2020-03-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Denmark,2020-03-06,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,24
Diamond Princess,2020-03-06,28,25,16,0,15,0,705,10,6,689,705,10,4,691,705,10,4,691,691,0,3,688,706
Dominican Republic,2020-03-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ecuador,2020-03-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Egypt,2020-03-06,21,0,7,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,15
Estonia,2020-03-06,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,10
Finland,2020-03-06,37,0,23,0,0,0,2,1,0,1,2,1,0,1,2,1,0,1,1,1,0,0,15
France,2020-03-06,42,6,23,0,20,0,57,11,2,44,38,11,2,25,18,11,2,5,14,11,1,2,656
Germany,2020-03-06,39,5,22,0,0,0,48,16,0,32,46,16,0,30,27,15,0,12,17,14,0,3,670
Greece,2020-03-06,9,0,0,0,0,0,4,0,0,4,3,0,0,3,1,0,0,1,0,0,0,0,45
Hungary,2020-03-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Iceland,2020-03-06,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43
India,2020-03-06,36,0,19,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,31
Indonesia,2020-03-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Iran,2020-03-06,16,9,9,6,16,11,388,73,34,281,245,49,26,170,139,49,19,71,95,0,16,79,4747
Iraq,2020-03-06,11,0,0,0,2,0,7,0,0,7,7,0,0,7,5,0,0,5,1,0,0,1,40
Ireland,2020-03-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Israel,2020-03-06,14,0,8,0,0,0,4,1,0,3,3,1,0,2,2,0,0,2,1,0,0,1,37
Italy,2020-03-06,35,12,13,4,14,10,888,46,21,821,655,45,17,593,453,3,12,438,322,1,10,311,4636
Japan,2020-03-06,44,14,40,0,22,0,228,22,4,202,214,22,4,188,189,22,2,165,170,22,1,147,420
Kazakhstan,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea, South,2020-03-06,44,15,28,0,15,10,2337,22,13,2302,1766,22,13,1731,1261,22,12,1227,977,22,10,945,6593
Kuwait,2020-03-06,11,0,0,0,0,0,45,0,0,45,43,0,0,43,26,0,0,26,11,0,0,11,58
Latvia,2020-03-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lebanon,2020-03-06,14,0,2,0,0,0,2,0,0,2,2,0,0,2,2,0,0,2,1,0,0,1,22
Lithuania,2020-03-06,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Luxembourg,2020-03-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Malaysia,2020-03-06,41,0,28,0,0,0,23,18,0,5,23,18,0,5,22,18,0,4,22,18,0,4,83
Mexico,2020-03-06,7,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Moldova,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,2020-03-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Netherlands,2020-03-06,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,128
New Zealand,2020-03-06,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Niger,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,2020-03-06,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
North Macedonia,2020-03-06,9,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,3
Pakistan,2020-03-06,9,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,6
Panama,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines,2020-03-06,36,0,23,0,33,0,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,5
Poland,2020-03-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Portugal,2020-03-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Qatar,2020-03-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Romania,2020-03-06,9,0,2,0,0,0,3,0,0,3,1,0,0,1,1,0,0,1,0,0,0,0,9
Russia,2020-03-06,35,0,23,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,13
Saudi Arabia,2020-03-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Serbia,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Singapore,2020-03-06,43,6,27,0,0,0,93,62,0,31,93,62,0,31,93,62,0,31,91,53,0,38,130
Slovakia,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Slovenia,2020-03-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
South Africa,2020-03-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Spain,2020-03-06,34,4,20,0,3,0,32,2,0,30,15,2,0,13,13,2,0,11,6,2,0,4,400
Sweden,2020-03-06,35,0,0,0,0,0,7,0,0,7,7,0,0,7,2,0,0,2,1,0,0,1,101
Switzerland,2020-03-06,10,1,3,0,1,0,8,0,0,8,8,0,0,8,1,0,0,1,1,0,0,1,214
Thailand,2020-03-06,44,0,40,0,5,0,41,28,0,13,40,22,0,18,40,22,0,18,37,22,0,15,48
Tunisia,2020-03-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Turkey,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,2020-03-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,2020-03-06,37,0,23,0,0,0,19,5,0,14,13,4,0,9,13,4,0,9,13,4,0,9,29
United Kingdom,2020-03-06,35,1,23,0,1,0,20,8,0,12,15,8,0,7,13,8,0,5,13,8,0,5,164
Uruguay,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US,2020-03-06,44,3,26,0,6,2,60,7,0,53,58,6,0,52,57,6,0,51,51,6,0,45,262
Venezuela,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,2020-03-07,12,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
Albania,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,2020-03-07,11,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,17
Andorra,2020-03-07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,2020-03-07,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Armenia,2020-03-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Australia,2020-03-07,41,0,37,0,6,0,25,11,0,14,15,11,0,4,15,11,0,4,15,11,0,4,63
Austria,2020-03-07,11,0,0,0,0,0,9,0,0,9,3,0,0,3,3,0,0,3,2,0,0,2,79
Azerbaijan,2020-03-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Bangladesh,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,2020-03-07,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6
Belgium,2020-03-07,32,1,19,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,169
Bosnia and Herzegovina,2020-03-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brazil,2020-03-07,10,0,0,0,0,0,2,0,0,2,1,0,0,1,1,0,0,1,1,0,0,1,13
Bulgaria,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,2020-03-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,2020-03-07,41,0,24,0,0,0,20,6,0,14,14,6,0,8,13,6,0,7,11,3,0,8,54
Chile,2020-03-07,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
China,2020-03-07,45,45,45,39,45,45,79356,39320,2837,37199,78928,36329,2790,39809,78600,32930,2746,42924,78166,30084,2717,45365,80770
Colombia,2020-03-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cote d'Ivoire,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,2020-03-07,11,0,0,0,0,0,6,0,0,6,5,0,0,5,3,0,0,3,3,0,0,3,12
Cuba,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czechia,2020-03-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Denmark,2020-03-07,9,0,1,0,0,0,3,0,0,3,1,0,0,1,1,0,0,1,0,0,0,0,24
Diamond Princess,2020-03-07,29,26,17,0,16,0,705,10,6,689,705,10,6,689,705,10,4,691,705,10,4,691,706
Dominican Republic,2020-03-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ecuador,2020-03-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Egypt,2020-03-07,22,0,8,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,15
Estonia,2020-03-07,9,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,10
Finland,2020-03-07,38,0,24,0,0,0,3,1,0,2,2,1,0,1,2,1,0,1,2,1,0,1,15
France,2020-03-07,43,7,24,0,21,0,100,12,2,86,57,11,2,44,38,11,2,25,18,11,2,5,959
Germany,2020-03-07,40,6,23,0,0,0,79,16,0,63,48,16,0,32,46,16,0,30,27,15,0,12,799
Greece,2020-03-07,10,0,0,0,0,0,4,0,0,4,4,0,0,4,3,0,0,3,1,0,0,1,46
Hungary,2020-03-07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Iceland,2020-03-07,8,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,50
India,2020-03-07,37,0,20,0,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,34
Indonesia,2020-03-07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Iran,2020-03-07,17,10,10,7,17,12,593,123,43,427,388,73,34,281,245,49,26,170,139,49,19,71,5823
Iraq,2020-03-07,12,0,0,0,3,0,13,0,0,13,7,0,0,7,7,0,0,7,5,0,0,5,54
Ireland,2020-03-07,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
Israel,2020-03-07,15,0,9,0,0,0,7,1,0,6,4,1,0,3,3,1,0,2,2,0,0,2,43
Italy,2020-03-07,36,13,14,5,15,11,1128,46,29,1053,888,46,21,821,655,45,17,593,453,3,12,438,5883
Japan,2020-03-07,45,15,41,0,23,0,241,32,5,204,228,22,4,202,214,22,4,188,189,22,2,165,461
Kazakhstan,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea, South,2020-03-07,45,16,29,1,16,11,3150,27,16,3107,2337,22,13,2302,1766,22,13,1731,1261,22,12,1227,7041
Kuwait,2020-03-07,12,0,0,0,0,0,45,0,0,45,45,0,0,45,43,0,0,43,26,0,0,26,61
Latvia,2020-03-07,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lebanon,2020-03-07,15,0,3,0,0,0,4,0,0,4,2,0,0,2,2,0,0,2,2,0,0,2,22
